,prompt_formality,prompt,prediction,language,model,size(B),id,formality,annotator,annotation_id,created_at,updated_at,lead_time
982,Formal,That is strange but perhaps. I do not know. I will speak to my friend,. I thank you again. I am sorry if I hurt you by asking so many questions. Please let me know what your plans are in the future.,en,XGLM,7.5,83.0,Formal,1.0,23.0,2023-01-02T16:34:55.928676Z,2023-01-02T16:34:55.928772Z,9.553
983,Informal,"if i am to ask, i'll then leave, stop the relationship and move on with"," my life
The problem is when this starts, i feel so bad for him because my heart hurts for him like i've hurt for someone else. I can't stop thinking about him, but i have to stop acting like i want to hurt him.
I can't believe this is happening to me. I've told myself that if we don't see each other regularly, we will find a way to get back together. This is hard for me because he doesn't seem to realize how important he is to me
I don't think I'm crazy. I don't even know how to explain what I do. I would be in love with someone that I think of as my boyfriend but I never had any idea he would become the lover that he is.
He is sweet and romantic",en,BLOOM,3.0,84.0,Informal,1.0,257.0,2023-01-05T02:22:47.801237Z,2023-01-05T02:22:47.801291Z,58.588
984,Neutral,Do,"cente e fondatore della Scuola di Informatica della Fondazione Banca Etruria. E' autore e co-autore di numerose pubblicazioni di informatica e della sua vita. E' anche il creatore di Computer Skills, il test di informatica di Cambridge, disponibile in due versioni italiane e di Computer Skills e il test di inglese di Cambridge per le scuole superiori, entrambi basati sull'originale e innovativo test computer dei due più importanti e influenti test inglesi per gli esami di inglese a livello universitario.",en,XGLM,2.9,85.0,Incohesive,1.0,70.0,2023-01-02T17:56:36.677846Z,2023-01-02T17:56:36.677897Z,6.557
985,Formal,The issue is that he did the worst thing that he could have done by, talking to me. I did not tell him to quit. I would love to hear him say to me that I am a failure. He has a good family and many friends and he wants to give me the best chance of success. He has never mentioned his sexuality. So I don't think that he is a sexual predator. I think that he is just using me to get what he wants. I don't think he is a serial rapist. My question is whether or not he should have gone against me. I think that he has shown himself to be an abusive person. I hope that he gets the help that he is asking for. I think that he has failed so badly. He has failed at both me and our daughter.,en,BLOOM,3.0,86.0,Informal,1.0,99.0,2023-01-02T18:05:55.345916Z,2023-01-02T18:05:55.346012Z,21.394
986,Formal,Start from the beginning and then work your way to 20 years down the road.," It takes time to accomplish your goal. Remember the past is gone and you have a new beginning. Your goals will have grown, your experience will have grown, and you will have a life that is a very different, more fulfilling and more satisfying version of your past.",en,XGLM,2.9,87.0,Formal,1.0,13.0,2023-01-02T16:31:11.815504Z,2023-01-02T16:31:11.815600Z,9.423
987,Informal,I'VE BEEN WITH MY HUSBAND FOR 4 YEARS WE RECENTLY GOT MARRIED IN DECEMBER OF, 2011..WE HAVE 2 SONS 1 7 YEARS OLD AND 1 3 YEARS OLD...HEY WE HAVE A HOUSING DEBT OF 40K & WE ARE TAKING CREDIT CARDS FOR IT...WE PAY ALL OF OUR COST OF LIVING ON EACH MONTH..BUT WE DON'T HAVE ANY FUNERAL PLANS...SHE NEVER CONGRATULATED ME ON MY JOB IN THE PHARMACEUTICAL COMPANY..BUT HOW WE GET TO DO WHAT WE DO...I LIKE SOME PLEASURES THAT I'M TAKING FOR THE TIME BEING..WHAT ARE YOUR OBSERVATIONS...I K,en,BLOOM,7.1,88.0,Informal,1.0,57.0,2023-01-02T17:50:11.198126Z,2023-01-02T17:50:11.198198Z,3.321
988,Neutral,She," wanted you to be surprised, and you did not,” he muttered back. “Hmmm,” she asked, “was I just a joke?”",en,XGLM,2.9,89.0,Formal,1.0,197.0,2023-01-05T01:59:10.109268Z,2023-01-05T01:59:10.109290Z,17.144
989,Informal,"sweetheart let him go ,if he is ment to be with u he will come","sweetheart let him go,if he is ment to be with u he will come back when he gets scared,so leave him alone....nothing like a broken heart than a new one......i believe u deserve better",en,XGLM,7.5,90.0,Informal,1.0,8.0,2023-01-02T16:16:00.344428Z,2023-01-02T16:16:00.344524Z,12.729
990,Informal,there are many times that you love the guy but not sure did he love, you. When it comes to love you can be so easily fooled and this is why you need to make sure you know what the signals are when you love a guy.,en,BLOOM,3.0,91.0,Informal,1.0,295.0,2023-01-05T02:31:17.310159Z,2023-01-05T02:31:17.310228Z,5.351
991,Neutral,I," am not that much of a online reader to be honest but your blogs really nice, keep it up! ’ll go ahead and bookmark your site to come back later on. Cheers_",en,XGLM,7.5,92.0,Informal,1.0,204.0,2023-01-05T02:01:27.662679Z,2023-01-05T02:01:27.662776Z,9.018
992,Informal,"sweetheart let him go ,if he is ment to be with u he will come","sweetheart let him go,if he is ment to be with u he will come..and when he does u will realize how much u loved him..i know what im saying he is not a good boy,he will not always be loyal,if this happens again,u will have to walk away because u wont be able to deal with it..it all depends on u..and your heart.thank you for reading my words..I am just an observer of this world not an expert..and please do not be mad at me i am just being honest,I am not a professional in these things..there is a lot of heartache and pain in these relationships..if u can only see what u want..i respect ur right to do that..thanks.
Hmmm. The person who told me that i am",en,BLOOM,7.1,93.0,Informal,1.0,268.0,2023-01-05T02:24:51.689038Z,2023-01-05T02:24:51.689139Z,2.957
993,Neutral,The," relationship between the power-law exponent and the parameters of the model was examined using linear regression analysis.  following equation was used:
To determine the power-law exponent and the threshold values for the index parameters of each method, we used a method for searching for the point of inflection in log-linear plots.
14  parameters where the two most extreme points of the logistic curve were situated were identified.  cut-off values for the parameters were determined as those values of the parameters at which the logistic curve started to rise from the left side.
RESULTS
For each group, analysis was performed on all patients.  mean values for the parameters and the power-law exponent are given in Table 1.
 three groups showed differences in both the power-law exponent and the",en,BLOOM,3.0,94.0,Formal,1.0,66.0,2023-01-02T17:54:00.087517Z,2023-01-02T17:54:00.087588Z,6.879
994,Formal,You should make sure that getting your point across does not result in her hating," you or getting your point across.
If she’s just looking to avoid your point, do not force her to say that. Her point might still be valid and should not be forgotten.
It is up to the person reading the text to decide whether you have expressed your point as effectively as you think you have.",en,BLOOM,7.1,95.0,Informal,1.0,40.0,2023-01-02T17:41:24.337559Z,2023-01-02T17:41:24.337609Z,3.889
995,Neutral,They," also have some amazing recipes to do that with. The first one has salmon, asparagus and sauteed spinach in a lemon butter sauce. The second is for a beef bourguignon. The third is a spicy pumpkin soup with cilantro.",en,XGLM,2.9,96.0,Formal,1.0,49.0,2023-01-02T17:45:29.576858Z,2023-01-02T17:45:29.576989Z,5.57
996,Informal,WHY DOES EVERYONE SEEM TO WANT SOMEONE THAT THEY CAN'T HAVE AND KNOW THAT THEY," COULD NEVER HAVE IT?
AND WHY DOES EVERYONE JUST DROP THEM AND SAY,
""SEE, I AM NO LONGER THINKING ABOUT HOW I WOULD LOOK WALKING OUT ON A STREET
WITH YOU.
I'M JUST THINKING ABOUT HOW WE WOULD FEEL IF IT JUST HAPPENED.""
AND WHY AM I HAVING SEX WITH YOU JUST SO THEY CAN SAY
THAT THEY WOULD HAVE LOVED YOU?
!
YOU ARE MY BROTHER, AND I LOVE YOU.
WHAT DID YOU SAY?
!
I LOVE YOU, GEOFF.
I KNOW.
BUT...
",en,BLOOM,7.1,97.0,Informal,1.0,21.0,2023-01-02T16:34:36.880986Z,2023-01-02T16:34:36.881083Z,7.81
